0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0
0,0,0,9,10,0,0,0,0,9,10,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,0,0
0,0,0,18,19,0,0,0,0,18,19,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0
0,0,0,9,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,18,19,0,0,0,11,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,12,0,0,2,0,0,0,0,11,12,0,0
0,0,0,0,0,0,0,0,20,21,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,21,0,0,2,0,0,0,0,20,21,0,0
0,11,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,20,21,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,4,0,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,9,10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,12,0,0,0,0
0,0,0,0,0,18,19,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11,12,0,0,2,0,0,0,20,21,0,0,0,0
0,0,0,9,10,0,0,5,6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,4,0,20,21,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,18,19,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,34,35,13,14,0,0,0,0,0,0,2,0,0,0,0,0,0,11,12,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,43,44,22,23,0,0,0,0,0,0,2,0,0,0,0,0,0,20,21,0
0,0,0,0,0,0,0,0,5,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,2,2,2,2,2,2,47,48,33,34,35,2,0,0,11,12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,33,34,35,0,2,56,57,42,43,44,2,0,0,20,21,0,0,0,0,0
11,12,0,0,11,12,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,43,44,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
20,21,0,0,20,21,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,33,34,35,2,33,34,35,13,14,2,0,0,0,11,12,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,52,1,0,42,43,44,2,42,43,44,22,23,2,0,0,0,20,21,0,3,4,0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,0,1,1,33,34,35,2,33,34,35,0,2,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,2,2,45,46,1,42,43,44,2,42,43,44,0,2,0,0,11,12,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,1,0,0,2,2,54,55,1,1,1,0,2,0,0,0,0,2,0,0,20,21,11,12,0,0,0
1,1,1,1,0,0,0,0,0,0,9,10,11,12,0,0,0,0,9,10,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,33,34,35,2,0,0,0,0,20,21,0,0,0
0,0,0,0,0,0,0,0,0,0,18,19,20,21,0,0,0,0,18,19,0,0,5,6,0,0,0,0,0,0,0,0,0,0,33,34,35,2,13,14,0,13,14,1,1,2,0,42,43,44,2,0,0,0,11,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,44,2,22,23,0,22,23,0,1,2,0,0,0,0,2,0,0,0,20,21,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,0,0,0,0,0,0,3,4,0
0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,33,34,35,0,33,34,35,0,1,13,14,0,13,14,0,0,0,3,4,0,0,0,0,0
0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,42,43,44,0,42,43,44,0,1,22,23,0,22,23,0,0,0,0,0,0,0,0,0,0
